cer_id,cloud_provider,focus_category,service,title,summary,severity,status
CER-007272,gcp,focus_compute,gcp-cloud-run,Overprovisioned Memory Allocation in Cloud Run Services,"In Cloud Run, each revision is deployed with a fixed memory allocation (e.g., 512MiB, 1GiB, 2GiB, etc.). These settings are often overestimated during initial development or copied from templates. Unlike auto-scaling platforms that adapt instance size based on workload, Cloud Run continues to bill per the allocated amount regardless of actual memory used during execution. If a service consistently",medium,published
CER-007004,gcp,focus_compute,gcp-cloud-run,Overprovisioned Memory in Cloud Run Services,"Cloud Run allows users to allocate up to 8 GB of memory per container instance. If memory is overestimated — often as a buffer or based on unvalidated assumptions — customers pay for more than what the workload consumes during execution. Unlike in VM-based environments where memory might be shared or underutilized without direct cost impact, in Cloud Run, you're billed precisely for what you alloc",medium,published
CER-006165,gcp,focus_compute,gcp-gke,Overprovisioned Node Pool in GKE Cluster,"Node pools provisioned with large or specialized VMs (e.g., high-memory, GPU-enabled, or compute-optimized) can be significantly overprovisioned relative to the actual pod requirements. If workloads consistently leave a large portion of resources unused (e.g., low CPU/memory request-to-capacity ratio), the organization incurs unnecessary compute spend. This often happens in early cluster design ph",medium,published
CER-006107,azure,focus_database,azure-sql,Overprovisioned Storage in Azure SQL Elastic Pools or Managed Instances,"Azure SQL deployments often reserve more storage than needed, either due to default provisioning settings or anticipated future growth. Over time, if actual usage remains low, these oversized allocations generate unnecessary storage costs.In Elastic Pools, resizing can be done through standard configuration updates. In Managed Instances, reducing storage may require a shrink operation to reclaim u",medium,published
CER-007191,aws,focus_storage,aws-efs,Overprovisioned Throughput in EFS,"When file systems are launched with Provisioned Throughput, teams often overestimate future demand — especially in environments cloned from production or sized “just to be safe.” Over time, many workloads consume far less throughput than allocated, especially in dev/test environments or during periods of reduced usage. These overprovisioned settings can silently accrue substantial monthly charges ",medium,published
CER-005227,gcp,focus_other,gcp-pub-sub-lite,Overprovisioned Throughput in Pub/Sub Lite,"Pub/Sub Lite is a cost-effective alternative to standard Pub/Sub, but it requires explicitly provisioning throughput capacity. When publish or subscribe throughput is overestimated, customers continue to pay for unused capacity — similar to idle virtual machines or overprovisioned IOPS. This inefficiency is often found in development environments or early-stage production workloads where traffic p",medium,published
CER-009476,gcp,focus_ai,gcp-vertex-ai,Overprovisioned Vertex AI Endpoints,"Vertex AI Prediction Endpoints support autoscaling but require customers to specify a **minimum number of replicas**. These replicas stay online at all times to serve incoming traffic. When the minimum value is set too high for real traffic levels, the system maintains idle capacity that still incurs hourly charges. This inefficiency commonly arises when teams: * Use default replica settings durin",medium,published
CER-004763,aws,focus_compute,aws-lambda,Overreliance on Lambda at Sustained Scale,"Lambda is designed for simplicity and elasticity, but its pricing model becomes expensive at scale. When a function runs frequently (e.g., millions of invocations per day) or for extended durations, the cumulative cost may exceed that of continuously running infrastructure. This is especially true for predictable workloads that don’t require the dynamic scaling Lambda provides.Teams often continue",medium,published
CER-001429,azure,focus_compute,,Oversized Hosting Plan for Azure Functions,"Teams often choose the Premium or App Service Plan for Azure Functions to avoid cold start delays or enable VNET connectivity, especially early in a project when performance concerns dominate. However, these decisions are rarely revisited—even as usage patterns change.In practice, many workloads running on Premium or App Service Plans have low invocation frequency, minimal execution time, and no s",medium,published
CER-006814,aws,focus_database,aws-rds,Oversized RDS Instance Storage,"This inefficiency occurs when an RDS instance is allocated significantly more storage than it consumes. For example, a 2TB volume might contain only 150GB of actual data. Since RDS does not allow reducing allocated storage on existing instances, these volumes continue to incur charges based on total provisioned size—not actual usage. This often goes unnoticed in long-running databases that no long",medium,published
CER-002127,databricks,focus_compute,databricks-clusters,Oversized Worker or Driver Nodes in Databricks Clusters,"Databricks users can select from a wide range of instance types for cluster driver and worker nodes. Without guardrails, teams may choose high-cost configurations (e.g., 16xlarge nodes) that exceed workload requirements. This results in inflated costs with little performance benefit. To reduce this risk, administrators can use compute policies to define acceptable node types and enforce size limit",medium,published
CER-009761,databricks,focus_compute,databricks-compute,Overuse of Photon in Non-Production Workloads,"Photon is frequently enabled by default across Databricks workspaces, including for development, testing, and low-concurrency workloads. In these non-production contexts, job runtimes are typically shorter, SLAs are relaxed or nonexistent, and performance gains offer little business value.Enabling Photon in these environments can inflate DBU costs substantially without meaningful runtime improveme",medium,published
CER-005273,gcp,focus_compute,gcp-dataflow,Pipeline Breaks from Outdated Dependency Images in Dataflow,"In restricted or isolated network environments, Dataflow workers often cannot reach the public internet to download runtime dependencies. To operate securely, organizations build custom worker images that bundle required libraries. However, these images must be manually updated to keep dependencies current. As upstream packages evolve, outdated internal images can cause pipeline errors, execution ",medium,published
CER-002508,databricks,focus_compute,databricks-compute,Poorly Configured Autoscaling on Databricks Clusters,"Autoscaling is a core mechanism for aligning compute supply with workload demand, yet it's often underutilized or misconfigured. In older clusters or ad-hoc environments, autoscaling may be disabled by default or set with tight min/max worker limits that prevent scaling. This can lead to persistent overprovisioning (and wasted cost during idle periods) or underperformance due to insufficient paral",medium,published
CER-009910,azure,focus_ai,azure-cognitive-services,Provisioned Throughput OpenAI Deployment in Non-Production Environments,"PTU deployments guarantee dedicated throughput and low latency, but they also require paying for reserved capacity at all times. In non-production environments—such as dev, test, QA, or experimentation—usage patterns are typically sporadic and unpredictable. Deploying PTUs in these environments leads to consistent baseline spend without corresponding value. On-demand deployments scale usage cost w",medium,published
CER-008042,aws,focus_compute,aws-lambda,Recursive Invocation Loop Between Lambda and SQS,"When a Lambda function processes messages from an SQS queue but fails to handle certain messages properly, the same messages may be returned to the queue and retried repeatedly. In some cases, especially if the Lambda is also writing messages back to the same or a chained queue, this can create a recursive invocation loop. This loop results in high invocation counts, prolonged execution, and unnec",medium,published
CER-002439,aws,focus_compute,aws-lambda,Recursive Lambda Function Invocation,"Recursive invocation occurs when a Lambda function triggers itself directly or indirectly, often through an event source like SQS, SNS, or another Lambda. This loop can be unintentional — for example, when the function writes output to a queue it also consumes. Without controls, this can lead to runaway invocations, dramatically increasing cost with no business value.",medium,published
CER-003116,gcp,focus_other,gcp-cloud-logging,Resources Generating Excessive INFO Logs,"Some GCP services and workloads generate INFO-level logs at very high frequencies — for example, load balancers logging every HTTP request or GKE nodes logging system health messages. While valuable for debugging, these logs can flood Cloud Logging with non-critical data. Without log-level tuning or exclusion filters, organizations incur continuous ingestion charges for messages that are seldom an",medium,published
CER-005068,snowflake,focus_storage,snowflake-tables,Retention of Unused Data in Snowflake Table,"Retention of stale data occurs when old, no longer needed records are preserved within active Snowflake tables. Without lifecycle policies or regular purging, tables accumulate outdated data.Because Snowflake’s compute charges are tied to how much data is scanned, retaining large volumes of inactive or irrelevant data can drive up both storage and query execution costs unnecessarily.",medium,published
CER-002606,azure,focus_storage,azure-storage-account,SFTP Feature Enabled on Azure Storage Account Without Usage,"Azure users may enable the SFTP feature on Storage Accounts during migration tests, integration scenarios, or experimentation. However, if left enabled after initial use, the feature continues to generate flat hourly charges — even when no SFTP traffic occurs.Because this fee is incurred silently and independently of storage usage, it often goes unnoticed in cost reviews. When SFTP is not actively",medium,published
CER-008679,aws,focus_compute,aws-ec2,Stale Dedicated Hosts for Stopped EC2 Mac Instances,"When an EC2 Mac instance is stopped or terminated, its associated dedicated host remains allocated by default. Because Mac instances are the only EC2 type billed at the host level, charges continue to accrue as long as the host is retained. This can lead to significant waste when: * Instances are stopped but the host is never released * Hosts are retained unintentionally after workloads are migrat",medium,published
CER-005906,aws,focus_compute,aws-appstream-2-0,Suboptimal AppStream Fleet Auto Scaling Policies,When fleet auto scaling policies maintain more active instances than are required to support current usage—particularly during off-peak hours—organizations incur unnecessary compute costs. Fleets often remain oversized due to conservative default configurations or lack of schedule-based scaling. Tuning the scaling policies to better reflect usage patterns ensures that streaming infrastructure alig,medium,published
CER-003004,aws,focus_compute,aws-lambda,Suboptimal Architecture Configuration for Lambda Functions,"While many AWS customers have migrated EC2 workloads to Graviton to reduce costs, Lambda functions often remain on the default x86 architecture. AWS Graviton2 (ARM) offers lower pricing and equal or better performance for most supported runtimes — yet adoption remains uneven due to legacy defaults or lack of awareness. Continuing to run eligible Lambda functions on x86 leads to unnecessary spendin",medium,published
CER-003629,azure,focus_compute,azure-virtual-machines,Suboptimal Architecture Selection for Azure Virtual Machines,"Azure provides VM families across three major CPU architectures, but default provisioning often leans toward Intel-based SKUs due to inertia or pre-configured templates. AMD and ARM alternatives offer substantial cost savings; ARM in particular can be 30–50% cheaper for general-purpose workloads. These price differences accumulate quickly at scale.ARM-based VMs in Azure (e.g., Dps_v5, Eps_v5) are ",medium,published
CER-006743,aws,focus_compute,aws-fargate,Suboptimal Architecture Selection in AWS Fargate,"AWS Fargate supports both x86 and Graviton2 (ARM64) CPU architectures, but by default, many workloads continue to run on x86. Graviton2 delivers significantly better price-performance, especially for stateless, scale-out container workloads. Teams that fail to configure task definitions with the `ARM64` architecture miss out on meaningful efficiency gains. Because this setting is not enabled autom",medium,published
CER-008052,aws,focus_compute,aws-lambda,Suboptimal Architecture Selection in AWS Lambda,"Lambda functions default to the x86\_64 architecture, which is more expensive than Arm64. For many workloads, especially those written in interpreted languages (e.g., Python, Node.js) or compiled to architecture-neutral bytecode (e.g., Java), there is no dependency on x86-specific binaries. In such cases, moving to Arm64 can reduce compute costs by 20% without impacting functionality. Despite this",medium,published
CER-004754,azure,focus_ai,azure-cognitive-services,Suboptimal Azure OpenAI Model Type,"Azure releases newer OpenAI models that provide better performance and cost characteristics compared to older generations. When workloads remain on outdated model versions, they may consume more tokens to produce equivalent output, run slower, or miss out on quality improvements. Because customers pay per token, using an older model can lead to unnecessary spending and reduced value. Aligning depl",medium,published
CER-001382,aws,focus_ai,aws-bedrock,Suboptimal Bedrock Custom Model,"Teams often start custom-model deployments with large architectures, full-precision weights, or older model versions carried over from training environments. When these models transition to Bedrock’s managed inference environment, the compute footprint (especially GPU class) becomes a major cost driver. Common inefficiencies include: * Deploying outdated custom models despite newer, more efficient",medium,published
CER-001937,aws,focus_ai,aws-bedrock,Suboptimal Bedrock Inference Profile Model,"AWS frequently updates Bedrock with improved foundation models, offering higher quality and better cost efficiency. When workloads remain tied to older model versions, token consumption may increase, latency may be higher, and output quality may be lower. Using outdated models leads to avoidable operational costs, particularly for applications with consistent or high-volume inference activity. Reg",medium,published
CER-004616,aws,focus_ai,aws-bedrock,Suboptimal Bedrock Model Type,"Bedrock’s model catalog evolves quickly as providers release new versions—such as successive Claude model families or updated Amazon Titan models. These newer models frequently offer improved performance, more efficient reasoning, better context handling, and higher-quality outputs compared to older generations. When workloads continue using older or deprecated models, they may require **more toke",medium,published
CER-002825,azure,focus_ai,azure-cognitive-services,Suboptimal Cache Usage for Repetitive Azure OpenAI Workloads,"A large share of production AI workloads include repetitive or static requests—such as classification labels, routing decisions, FAQ responses, metadata extraction, or deterministic prompt templates. Without a caching layer, every repeated request is sent to the model, incurring full token charges and increasing latency. Azure OpenAI does not provide native caching, so teams must implement caching",medium,published
CER-007300,aws,focus_ai,aws-bedrock,Suboptimal Cache Usage for Repetitive Bedrock Inference Workloads,"Bedrock workloads commonly include repetitive inference patterns—such as classification results, prompt templates generating deterministic outputs, FAQ responses, document tagging, and other predictable or low-variability tasks. Without a caching strategy (API-layer cache, application cache, or hash-based prompt cache), these workloads repeatedly invoke the model and incur token costs for answers ",medium,published
CER-009521,gcp,focus_ai,gcp-vertex-ai,Suboptimal Cache Usage for Repetitive Inference,"A large portion of real-world AI workloads involve repetitive or deterministic inference patterns—such as classification labels, routing logic, metadata extraction, FAQ responses, keyword detection, or summarization of static content. Vertex AI does **not** provide native inference caching, so applications that repeatedly send identical prompts to the model incur avoidable cost. When no caching me",medium,published
CER-003832,aws,focus_network,aws-cloudfront,Suboptimal Configuration of a CloudFront Distribution,"This inefficiency occurs when compression is either disabled or not functioning effectively on a CloudFront distribution. Static assets such as text, JSON, JavaScript, and CSS files are compressible and benefit significantly from compression. Without compression, CloudFront transfers larger objects, leading to increased data transfer charges and slower delivery performance—without improving user e",medium,published
CER-009673,aws,focus_network,aws-nat-gateway,Suboptimal Cross-AZ Routing to NAT Gateway,"NAT Gateways are designed to serve private subnets within the same Availability Zone. When subnets in one AZ are configured to route traffic through a NAT Gateway in a different AZ, the traffic crosses AZ boundaries and incurs inter-AZ data transfer charges in addition to the standard NAT processing fees.This typically happens when:* NAT Gateways are deployed in multiple AZs (as recommended for re",medium,published
CER-004833,aws,focus_database,aws-elasticache,Suboptimal ElastiCache Engine Selection,"Many workloads default to using Redis or Memcached without evaluating whether a lighter or more efficient engine would provide equivalent functionality at lower cost. Valkey is a Redis-compatible, open-source engine supported by ElastiCache that may offer improved price-performance and licensing benefits. For read-heavy or stateless workloads that don’t require Redis-specific features (e.g., persi",medium,published
CER-008704,aws,focus_database,aws-memorydb,Suboptimal Engine Selection in MemoryDB,"MemoryDB now supports Valkey, a drop-in replacement for Redis OSS offering significant cost and performance advantages. However, many deployments still default to Redis OSS, incurring higher hourly costs and unnecessary data write charges. For compatible workloads, continuing to use Redis OSS instead of Valkey represents a missed opportunity for savings and modernization.",medium,published
CER-005332,azure,focus_compute,azure-data-factory-v2,Suboptimal Integration Runtime Region Selection in Azure Data Factory,"When Integration Runtimes are configured with the default “Auto Resolve” region setting, Azure may automatically provision them in a region different from the data sources or sinks. For example, an environment deployed in West Europe may run pipelines in US East. This causes unnecessary cross-region data transfer, increasing networking costs and pipeline latency. The inefficiency often goes unnoti",medium,published
CER-002907,aws,focus_storage,aws-s3,Suboptimal Lifecycle Policy for Small Files on an S3 Bucket,"This inefficiency occurs when small files are stored in S3 storage classes that impose a minimum object size charge, resulting in unnecessary costs. Small files under 128 KB stored in Glacier Instant Retrieval, Standard-IA, or One Zone-IA are billed as if they were 128 KB. If these small files are accessed frequently, S3 Standard may be a better fit. For infrequently accessed small files, transiti",medium,published
CER-004339,azure,focus_network,azure-load-balancer,Suboptimal Load Balancer Rule Configuration in Azure Standard Load Balancer,"As organizations migrate from the Basic to the Standard tier of Azure Load Balancer (driven by Microsoft’s retirement of the Basic tier), they may unknowingly inherit cost structures they didn’t previously face. Specifically, each load balancing rule—both inbound and outbound—can contribute to ongoing charges. In applications that historically relied only on Basic load balancers, outbound rules ma",medium,published
CER-002627,aws,focus_other,aws-cloudwatch,Suboptimal Log Class Configuration in CloudWatch,"By default, CloudWatch Log Groups use the Standard log class, which applies higher rates for both ingestion and storage. AWS also offers an Infrequent Access (IA) log class designed for logs that are rarely queried — such as audit trails, debugging output, or compliance records. Many teams assume storage is the dominant cost driver in CloudWatch, but in high-volume environments, ingestion costs ca",medium,published
CER-007527,aws,focus_compute,aws-eks,Suboptimal Memory-to-CPU Ratio in EKS Cluster Node,"When the EC2 instance types used for EKS node groups have a memory-to-CPU ratio that doesn’t match the workload profile, the result is poor bin-packing efficiency. For example, if memory-intensive containers are scheduled on compute-optimized nodes, memory may run out first while CPU remains unused. This forces new nodes to be provisioned earlier than necessary. Over time, this mismatch can lead t",medium,published
CER-006849,snowflake,focus_other,snowflake-query-processing,Suboptimal Query Routing,"Organizations may experience unnecessary Snowflake spend due to inefficient query-to-warehouse routing, lack of dynamic warehouse scaling, or failure to consolidate workloads during low-usage periods. Third-party platforms offer solutions to address these inefficiencies: Sundeck enables highly customizable, SQL-based control over the query lifecycle through user-defined rules (Flows, Hooks, Condit",medium,published
CER-003317,snowflake,focus_compute,snowflake-virtual-warehouse,Suboptimal Query Timeout Configuration,"If no appropriate query timeout is configured, inefficient or runaway queries can execute for extended periods (up to the default 2-day system limit). For as long as the query is running, the warehouse will remain active and accrue costs. Proper timeout settings help terminate inefficient queries, free up compute capacity, and allow the warehouse to become idle sooner, making it eligible for auto-",medium,published
CER-003695,aws,focus_database,aws-rds,Suboptimal RDS Instance Storage Type,"This inefficiency occurs when an RDS instance uses a high-cost storage type such as io1 or io2 but does not require the performance benefits it provides. In many cases, provisioned IOPS are set at or below the free baseline included with gp3 (3,000 IOPS and 125 MB/s). In such scenarios, continuing to use provisioned IOPS storage results in elevated cost with no functional advantage. These misconfi",medium,published
CER-009154,aws,focus_compute,aws-ec2,Suboptimal Region for EC2 Instance,"Workloads are sometimes deployed in specific AWS regions based on legacy decisions, developer convenience, or perceived performance requirements. However, regional EC2 pricing can vary significantly, and placing instances in a suboptimal region can lead to higher compute costs, increased data transfer charges, or both. In particular, workloads that frequently communicate with resources in other re",medium,published
CER-001072,aws,focus_compute,aws-ec2,Suboptimal Region for Internet-Only EC2 Instance,"When an EC2 instance is dedicated primarily to internet-facing traffic, regional differences in data transfer pricing can drive a substantial portion of total costs. Hosting such workloads in a region with higher egress rates leads to elevated expenses without improving performance. Migrating the workload to a lower-cost region can yield significant savings while maintaining equivalent service qua",medium,published
CER-003847,aws,focus_network,aws-nat-gateway,Suboptimal Routing Through NAT Gateway Instead of VPC Endpoint,"Workloads in private subnets often access AWS services like S3 or DynamoDB. If this traffic is routed through a NAT Gateway, it incurs both hourly and data processing charges. However, AWS offers VPC Gateway Endpoints (for S3/DynamoDB) and Interface Endpoints (for other services), which provide private access paths that bypass the NAT Gateway entirely. When teams fail to use VPC endpoints — often ",medium,published
CER-003877,aws,focus_database,aws-aurora,Suboptimal Storage Configuration for Aurora Cluster,"Many Aurora clusters default to using the Standard configuration, which charges separately for I/O operations. For workloads with frequent read and write activity, this can lead to unnecessarily high costs. Aurora I/O-Optimized eliminates I/O charges entirely and simplifies cost predictability. In environments with consistently high I/O usage, switching to I/O-Optimized often results in lower tota",medium,published
CER-003316,aws,focus_database,aws-dynamodb,Suboptimal Storage Type for DynamoDB Table,"This inefficiency occurs when a table remains in the default Standard storage class despite having minimal or infrequent access. In these cases, switching to Standard-IA can significantly reduce monthly storage costs, especially for archival tables, compliance data, or legacy systems that are still retained but rarely queried.",medium,published
CER-008973,gcp,focus_other,gcp-cloud-logging,Suboptimal Storage for Logs,"Many organizations retain all logs in Cloud Logging’s standard storage, even when the data is rarely queried or required only for audit or compliance. Logging buckets are priced for active access and are not optimized for low-frequency retrievas, results in unnecessary expense. Redirecting logs to BigQuery or Cloud Storage can provide better cost efficiency, particularly when coupled with lifecycl",medium,published
CER-003505,azure,focus_other,log-analytics,Suboptimal Table Plan Selection in Log Analytics,"By default, all Log Analytics tables are created under the Analytics plan, which is optimized for high-performance querying and interactive analysis. However, not all telemetry requires real-time access or frequent querying. Some tables may serve audit, archival, or compliance use cases where querying is rare or unnecessary. Leaving such tables on the Analytics plan results in unnecessary spend—es",medium,published
CER-001942,aws,focus_compute,aws-ec2,Suboptimal Use of Compute Savings Plans for Specialized Instances,"Accelerated EC2 instance types such as `p5.48xlarge` and `p5en.48xlarge (often used for ML/AI workloads)` are eligible for Compute Savings Plans, but the discount rates offered are modest compared to more common instance families. When organizations rely solely on CSPs, these lower priority instances are typically the last to benefit from the plan, especially if other instance types consume most o",medium,published
CER-009239,aws,focus_storage,aws-efs,Suboptimal Use of EFS Storage Classes,"Many organizations default to storing all EFS data in the Standard class, regardless of how frequently data is accessed. This results in inefficient spend for workloads with significant portions of data that are rarely read. EFS IA and Archive tiers offer lower-cost alternatives for data with low or near-zero access, while Intelligent Tiering can automate placement decisions. Failing to leverage t",medium,published
CER-004626,aws,focus_other,aws-opensearch,Suboptimal Use of Intel-Based Instances in OpenSearch,"AWS Graviton processors are designed to deliver better price-performance than comparable Intel-based instances, often reducing cost by 20–30% at equivalent workload performance. OpenSearch domains running on older Intel-based families consume more spend without providing additional capability. Since Graviton-powered instance types are functionally identical in features and performance for OpenSear",medium,published
CER-009822,aws,focus_compute,aws-ec2,Suboptimal Use of On-Demand Instances in Fault-Tolerant EC2 Workloads,"Many EC2 workloads—such as development environments, test jobs, stateless services, and data processing pipelines—can tolerate interruptions and do not require the reliability of On-Demand pricing. Using On-Demand instances in these scenarios drives up cost without adding value. Spot Instances offer significantly lower pricing and are well-suited to workloads that can handle restarts, retries, or ",medium,published
CER-009445,databricks,focus_compute,databricks-clusters,Suboptimal Use of On-Demand Instances in Non-Production Clusters,"In Databricks, on-demand instances provide reliable performance but come at a premium cost. For non-production workloads—such as development, testing, or exploratory analysis—high availability is often unnecessary. Spot instances provide equivalent performance at a lower price, with the tradeoff of occasional interruptions. If teams default to on-demand usage in lower environments, they may be inc",medium,published
CER-006203,aws,focus_compute,aws-eks,Suboptimal Use of On-Demand Instances in a Non-Production EKS Cluster,"Running non-production clusters solely on On-Demand Instances results in unnecessarily high compute costs. Development, testing, and QA environments typically tolerate interruptions and do not require the continuous availability guaranteed by On-Demand capacity. Introducing Spot-backed node groups in non-production environments can significantly reduce infrastructure expenses without compromising ",medium,published
CER-002345,azure,focus_database,azure-sql,Suboptimal Use of Provisioned Compute for Azure SQL Database,"Databases deployed on Provisioned compute incur continuous hourly charges even when workload demand is low. For databases that are active only briefly within an hour, or for limited hours per month, Serverless can provide significantly lower cost because it bills only for active compute time. The economic break-even point between Provisioned and Serverless depends on workload activity patterns. If",medium,published
CER-001052,snowflake,focus_other,snowflake-search-optimization-service,Suboptimal Use of Search Optimization Service,"Search Optimization can enable significant cost savings when selectively applied to workloads that heavily rely on point-lookup queries. By improving lookup efficiency, it allows smaller warehouses to satisfy performance SLAs, reducing credit consumption.However, inefficiencies arise when: Search Optimization is not enabled on critical lookup-heavy tables, forcing oversized warehouses. It is enabl",medium,published
CER-006502,azure,focus_database,azure-sql,Suboptimal Use of Serverless Compute for Azure SQL Database,"Serverless is attractive for variable or idle workloads, but it can become more expensive than Provisioned compute when database activity is high for long portions of the day. As active time increases, per-second compute accumulation approaches—or exceeds—the fixed monthly cost of a Provisioned tier. This inefficiency arises when teams adopt Serverless as a default without assessing workload patte",medium,published
CER-005949,gcp,focus_ai,gcp-vertex-ai,Suboptimal Vertex Model Type,"Vertex AI model families evolve rapidly. New model versions (e.g., transitions within the Gemini family) frequently introduce improvements in efficiency, quality, and capability. When workloads continue using older, legacy, or deprecated models, they may consume more tokens, produce lower-quality results, or experience higher latency than necessary. Because generative workloads often scale quickly",medium,published
CER-007798,snowflake,focus_compute,snowflake-virtual-warehouse,Suboptimal Warehouse Auto-Suspend Configuration,"If auto-suspend settings are too high, warehouses can sit idle and continue accruing unnecessary charges. Tightening the auto-suspend window ensures that the warehouse shuts down quickly once queries complete, minimizing credit waste while maintaining acceptable user experience (e.g., caching needs, interactive performance).",medium,published
CER-002803,azure,focus_other,azure-marketplace,Transactable vs. Non-Transactable Confusion in Azure Marketplace,"Azure Marketplace offers two types of listings: transactable and non-transactable. Only transactable purchases contribute toward a customer’s MACC commitment. However, many teams mistakenly assume that all Marketplace spend counts, leading to missed opportunities to burn down commitments and risking budget inefficiencies. Selecting a non-transactable listing, when a transactable equivalent exists,",medium,published
CER-006624,aws,focus_storage,aws-ebs,Unaccessed EBS Snapshot,"This inefficiency arises when snapshots are retained long after they’ve served their purpose. Snapshots may have been created for backups, migrations, or disaster recovery plans but were never deleted—even after the related workload or volume was decommissioned. Over time, these unused snapshots accumulate, continuing to incur storage costs without providing operational value.",medium,published
CER-005466,aws,focus_storage,aws-ebs,Unarchived Long-Term EBS Snapshots,"EBS Snapshot Archive is a lower-cost storage tier for rarely accessed snapshots retained for compliance, regulatory, or long-term backup purposes. Archiving snapshots that do not require frequent or fast retrieval can reduce snapshot storage costs by up to 75%. Despite this, many organizations retain large volumes of snapshots in the standard tier long after their operational value has expired.",medium,published
CER-002639,azure,focus_network,aws-vpc,Unassigned Public IP Address,"In Azure, it’s common for public IP addresses to be created as part of virtual machine or load balancer configurations. When those resources are deleted or reconfigured, the IP address may remain in the environment unassigned. While Basic SKUs are free when idle, Standard SKUs incur ongoing hourly charges, even if the address is not in use.Unassigned Standard public IPs provide no functional value",medium,published
CER-009876,aws,focus_network,aws-eip,Unassociated Elastic IP Address,"Elastic IPs are often provisioned but forgotten — left unassociated, or still attached to EC2 instances that have been stopped. In either case, AWS treats the EIP as idle and applies an hourly charge. Although the cost per hour is relatively small, these charges accumulate quietly, especially across environments with frequent provisioning, decommissioning, or ephemeral workloads. Many organization",medium,published
CER-009625,oci,focus_storage,oci-block-volume,Unattached Block Volume (Non-Boot),"Block volumes that are not attached to any instance continue to incur charges. These often accumulate after instance deletion or reconfiguration. Unlike boot volumes, unattached data volumes may be harder to track if not labeled or tagged clearly.",medium,published
CER-008416,oci,focus_storage,oci-block-volume,Unattached Boot Volume,"When a Compute instance is terminated in OCI, the associated boot volume is not deleted by default. If the termination settings don’t explicitly delete the boot volume, it persists and continues to generate storage charges. Because boot volumes are managed under the Block Volumes service, not within the Compute UI, they’re easy to overlook—especially in environments with frequent provisioning and ",medium,published
CER-005364,aws,focus_compute,aws-ec2,Unconverted Convertible EC2 Reserved Instances,"Convertible Reserved Instances provide valuable pricing flexibility — but that flexibility is often underused. When EC2 workloads shift across instance families or OS types, the original RI may no longer apply to active usage. If the RI is not converted, the customer continues paying for unused commitment despite having the ability to adapt it.Because conversion is a manual process and requires ma",medium,published
CER-004468,aws,focus_compute,aws-fargate,Underuse of Fargate Spot for Interruptible Workloads,"Many teams run workloads on standard Fargate pricing even when the workload is fault-tolerant and could tolerate interruptions. Fargate Spot provides the same performance characteristics at up to 70% lower cost, making it ideal for stateless jobs, batch processing, CI/CD runners, or retry-friendly microservices.",medium,published
CER-007020,databricks,focus_compute,databricks-serverless-compute,Underuse of Serverless Compute for Jobs and Notebooks,"Databricks Serverless Compute is now available for jobs and notebooks, offering a simplified, autoscaled compute environment that eliminates cluster provisioning, reduces idle overhead, and improves Spot survivability. For short-running, bursty, or interactive workloads, Serverless can significantly reduce cost by billing only for execution time. However, Serverless is not universally available or",medium,published
CER-001684,databricks,focus_compute,databricks-sql,Underuse of Serverless for Short or Interactive Workloads,"Many organizations continue running short-lived or low-intensity SQL workloads — such as dashboards, exploratory queries, and BI tool integrations — on traditional clusters. This leads to idle compute, overprovisioning, and high baseline costs, especially when the clusters are always-on. Databricks SQL Serverless is optimized for bursty, interactive use cases with auto-scaling and pay-per-second p",medium,published
CER-001935,azure,focus_compute,azure-reservations,Underutilized Azure Reserved Instance Due to Workload Drift,"As workloads evolve, Azure Reserved Instances (RIs) may no longer align with actual usage — due to refactoring, region changes, autoscaling, or instance-type drift. When this happens, the committed usage goes unused, while new workloads run on non-covered SKUs, resulting in both underutilized reservations and full-price on-demand charges elsewhere.The root inefficiency is architectural or operatio",medium,published
CER-002591,azure,focus_compute,azure-virtual-machines,Underutilized Azure Virtual Machine,"Azure VMs are frequently provisioned with more vCPU and memory than needed, often based on template defaults or peak demand assumptions. When a VM operates well below its capacity for an extended period, it presents an opportunity to reduce costs through rightsizing. Without regular usage reviews, these inefficiencies can persist indefinitely.",medium,published
CER-006090,gcp,focus_database,gcp-cloud-sql,Underutilized Cloud SQL Instance,"Cloud SQL instances are often over-provisioned or left running despite low utilization. Since billing is based on allocated vCPUs, memory, and storage — not usage — any misalignment between actual workload needs and provisioned capacity leads to unnecessary spend. Common causes include: * Initial oversizing during launch that was never revisited * Non-production environments with continuous uptime",medium,published
CER-003956,oci,focus_compute,oci-compute-instances,Underutilized Compute Instance,"OCI Compute instances incur cost based on provisioned CPU and memory, even when the instance is lightly loaded. Instances that show consistently low usage across time, such as those used only for occasional tasks, test environments, or forgotten workloads, may be overprovisioned relative to their actual needs.",medium,published
CER-007851,aws,focus_compute,aws-ec2,Underutilized EC2 Commitment Due to Workload Drift,"When EC2 usage declines, shifts to different instance families, or moves to other services (e.g., containers or serverless), organizations may find that previously purchased Standard Reserved Instances or Savings Plans no longer match current workload patterns.This misalignment results in underutilized commitments—where costs are still incurred, but no usage is benefiting from the associated disco",medium,published
